start_year,start_month,start_day,start_hour,start_minute,start_second,end_year,end_month,end_day,end_hour,end_minute,end_second,mbps,pps
2015,11,16,0,0,0,2015,11,16,0,5,0,395.4,102194.41
2015,11,16,0,5,0,2015,11,16,0,10,0,328.3,91294.72
2015,11,16,0,10,0,2015,11,16,0,15,0,303.11,86029.36
2015,11,16,0,15,0,2015,11,16,0,20,0,336.09,90232.76
2015,11,16,0,20,0,2015,11,16,0,25,0,275.56,80970.07
2015,11,16,0,25,0,2015,11,16,0,30,0,309.94,84408.0
2015,11,16,0,30,0,2015,11,16,0,35,0,302.2,86570.25
2015,11,16,0,35,0,2015,11,16,0,40,0,364.72,92954.14
2015,11,16,0,40,0,2015,11,16,0,45,0,297.65,85397.21
2015,11,16,0,45,0,2015,11,16,0,50,0,323.74,84873.13
2015,11,16,0,50,0,2015,11,16,0,55,0,333.38,91772.05
2015,11,16,0,55,0,2015,11,16,1,0,0,318.87,88225.06
2015,11,16,1,0,0,2015,11,16,1,5,0,326.03,88547.03
2015,11,16,1,5,0,2015,11,16,1,10,0,300.93,85493.53
2015,11,16,1,10,0,2015,11,16,1,15,0,324.29,89508.08
2015,11,16,1,15,0,2015,11,16,1,20,0,280.49,86324.22
2015,11,16,1,20,0,2015,11,16,1,25,0,272.57,83647.2
2015,11,16,1,25,0,2015,11,16,1,30,0,274.6,81276.41
2015,11,16,1,30,0,2015,11,16,1,35,0,235.76,76530.69
2015,11,16,1,35,0,2015,11,16,1,40,0,228.76,77197.3
2015,11,16,1,40,0,2015,11,16,1,45,0,276.32,81741.72
2015,11,16,1,45,0,2015,11,16,1,50,0,238.43,81304.3
2015,11,16,1,50,0,2015,11,16,1,55,0,225.3,78407.21
2015,11,16,1,55,0,2015,11,16,2,0,0,242.91,77152.34
2015,11,16,2,0,0,2015,11,16,2,5,0,222.97,75312.63
2015,11,16,2,5,0,2015,11,16,2,10,0,259.17,78857.23
2015,11,16,2,10,0,2015,11,16,2,15,0,248.28,78299.08
2015,11,16,2,15,0,2015,11,16,2,20,0,224.27,75390.61
2015,11,16,2,20,0,2015,11,16,2,25,0,206.24,73181.51
2015,11,16,2,25,0,2015,11,16,2,30,0,244.2,73264.34
2015,11,16,2,30,0,2015,11,16,2,35,0,188.64,65120.63
2015,11,16,2,35,0,2015,11,16,2,40,0,199.54,66960.43
2015,11,16,2,40,0,2015,11,16,2,45,0,203.28,66728.63
2015,11,16,2,45,0,2015,11,16,2,50,0,288.89,74499.65
2015,11,16,2,50,0,2015,11,16,2,55,0,212.95,68482.31
2015,11,16,2,55,0,2015,11,16,3,0,0,194.75,70821.59
2015,11,16,3,0,0,2015,11,16,3,5,0,240.65,71972.27
2015,11,16,3,5,0,2015,11,16,3,10,0,159.18,63860.25
2015,11,16,3,10,0,2015,11,16,3,15,0,154.16,63014.68
2015,11,16,3,15,0,2015,11,16,3,20,0,181.36,66220.98
2015,11,16,3,20,0,2015,11,16,3,25,0,149.48,63834.13
2015,11,16,3,25,0,2015,11,16,3,30,0,176.33,65404.61
2015,11,16,3,30,0,2015,11,16,3,35,0,176.5,63992.27
2015,11,16,3,35,0,2015,11,16,3,40,0,187.47,64760.71
2015,11,16,3,40,0,2015,11,16,3,45,0,178.02,62909.96
2015,11,16,3,45,0,2015,11,16,3,50,0,235.22,70523.55
2015,11,16,3,50,0,2015,11,16,3,55,0,192.76,65883.24
2015,11,16,3,55,0,2015,11,16,4,0,0,233.45,69127.17
2015,11,16,4,0,0,2015,11,16,4,5,0,349.95,83516.09
2015,11,16,4,5,0,2015,11,16,4,10,0,351.78,84249.14
2015,11,16,4,10,0,2015,11,16,4,15,0,341.4,82319.76
2015,11,16,4,15,0,2015,11,16,4,20,0,344.58,81440.36
2015,11,16,4,20,0,2015,11,16,4,25,0,370.52,84651.67
2015,11,16,4,25,0,2015,11,16,4,30,0,371.45,84815.32
2015,11,16,4,30,0,2015,11,16,4,35,0,350.51,82053.38
2015,11,16,4,35,0,2015,11,16,4,40,0,357.33,82036.07
2015,11,16,4,40,0,2015,11,16,4,45,0,371.68,84844.35
2015,11,16,4,45,0,2015,11,16,4,50,0,328.22,80485.57
2015,11,16,4,50,0,2015,11,16,4,55,0,347.77,81753.03
2015,11,16,4,55,0,2015,11,16,5,0,0,357.28,80518.6
2015,11,16,5,0,0,2015,11,16,5,5,0,357.74,89697.51
2015,11,16,5,5,0,2015,11,16,5,10,0,335.71,79746.27
2015,11,16,5,10,0,2015,11,16,5,15,0,334.39,80538.39
2015,11,16,5,15,0,2015,11,16,5,20,0,379.14,89121.95
2015,11,16,5,20,0,2015,11,16,5,25,0,362.82,85175.88
2015,11,16,5,25,0,2015,11,16,5,30,0,377.26,85997.42
2015,11,16,5,30,0,2015,11,16,5,35,0,346.06,80721.83
2015,11,16,5,35,0,2015,11,16,5,40,0,358.77,83154.68
2015,11,16,5,40,0,2015,11,16,5,45,0,392.74,86465.94
2015,11,16,5,45,0,2015,11,16,5,50,0,337.56,84740.07
2015,11,16,5,50,0,2015,11,16,5,55,0,342.06,82271.72
2015,11,16,5,55,0,2015,11,16,6,0,0,344.87,82455.9
2015,11,16,6,0,0,2015,11,16,6,5,0,370.92,85420.37
2015,11,16,6,5,0,2015,11,16,6,10,0,322.79,81068.02
2015,11,16,6,10,0,2015,11,16,6,15,0,349.29,83423.75
2015,11,16,6,15,0,2015,11,16,6,20,0,334.76,79370.96
2015,11,16,6,20,0,2015,11,16,6,25,0,336.34,82013.21
2015,11,16,6,25,0,2015,11,16,6,30,0,328.53,80445.76
2015,11,16,6,30,0,2015,11,16,6,35,0,319.17,79232.7
2015,11,16,6,35,0,2015,11,16,6,40,0,327.97,81001.64
2015,11,16,6,40,0,2015,11,16,6,45,0,311.36,78393.29
2015,11,16,6,45,0,2015,11,16,6,50,0,346.78,82609.5
2015,11,16,6,50,0,2015,11,16,6,55,0,312.58,77465.3
2015,11,16,6,55,0,2015,11,16,7,0,0,315.58,78269.16
2015,11,16,7,0,0,2015,11,16,7,5,0,332.39,82550.51
2015,11,16,7,5,0,2015,11,16,7,10,0,325.16,81788.83
2015,11,16,7,10,0,2015,11,16,7,15,0,324.8,81381.93
2015,11,16,7,15,0,2015,11,16,7,20,0,329.55,80946.42
2015,11,16,7,20,0,2015,11,16,7,25,0,336.93,79967.71
2015,11,16,7,25,0,2015,11,16,7,30,0,315.5,78454.02
2015,11,16,7,30,0,2015,11,16,7,35,0,350.74,88101.36
2015,11,16,7,35,0,2015,11,16,7,40,0,357.59,86332.46
2015,11,16,7,40,0,2015,11,16,7,45,0,410.41,90593.9
2015,11,16,7,45,0,2015,11,16,7,50,0,402.65,89349.67
2015,11,16,7,50,0,2015,11,16,7,55,0,410.37,86682.75
2015,11,16,7,55,0,2015,11,16,8,0,0,378.6,84576.06
2015,11,16,8,0,0,2015,11,16,8,5,0,390.12,85973.17
2015,11,16,8,5,0,2015,11,16,8,10,0,378.36,84459.07
2015,11,16,8,10,0,2015,11,16,8,15,0,355.72,82755.25
2015,11,16,8,15,0,2015,11,16,8,20,0,375.82,87792.15
2015,11,16,8,20,0,2015,11,16,8,25,0,394.74,88912.77
2015,11,16,8,25,0,2015,11,16,8,30,0,411.66,90010.46
2015,11,16,8,30,0,2015,11,16,8,35,0,419.13,94940.9
2015,11,16,8,35,0,2015,11,16,8,40,0,406.32,93293.66
2015,11,16,8,40,0,2015,11,16,8,45,0,460.17,97481.5
2015,11,16,8,45,0,2015,11,16,8,50,0,403.14,93682.27
2015,11,16,8,50,0,2015,11,16,8,55,0,467.93,97875.11
2015,11,16,8,55,0,2015,11,16,9,0,0,529.66,102665.87
2015,11,16,9,0,0,2015,11,16,9,5,0,485.64,102835.83
2015,11,16,9,5,0,2015,11,16,9,10,0,498.69,102826.83
2015,11,16,9,10,0,2015,11,16,9,15,0,512.23,108759.21
2015,11,16,9,15,0,2015,11,16,9,20,0,527.11,109513.21
2015,11,16,9,20,0,2015,11,16,9,25,0,456.52,103601.66
2015,11,16,9,25,0,2015,11,16,9,30,0,404.13,91960.13
2015,11,16,9,30,0,2015,11,16,9,35,0,499.12,107201.9
2015,11,16,9,35,0,2015,11,16,9,40,0,844.67,157874.86
2015,11,16,9,40,0,2015,11,16,9,45,0,861.69,154895.19
2015,11,16,9,45,0,2015,11,16,9,50,0,773.11,141163.2
2015,11,16,9,50,0,2015,11,16,9,55,0,891.34,154943.4
2015,11,16,9,55,0,2015,11,16,10,0,0,881.84,156580.14
2015,11,16,10,0,0,2015,11,16,10,5,0,844.68,153407.15
2015,11,16,10,5,0,2015,11,16,10,10,0,811.79,151948.41
2015,11,16,10,10,0,2015,11,16,10,15,0,901.95,163497.55
2015,11,16,10,15,0,2015,11,16,10,20,0,891.66,167497.92
2015,11,16,10,20,0,2015,11,16,10,25,0,904.13,166705.65
2015,11,16,10,25,0,2015,11,16,10,30,0,893.25,167173.46
2015,11,16,10,30,0,2015,11,16,10,35,0,911.32,170345.45
2015,11,16,10,35,0,2015,11,16,10,40,0,911.58,167759.87
2015,11,16,10,40,0,2015,11,16,10,45,0,913.33,166633.01
2015,11,16,10,45,0,2015,11,16,10,50,0,921.2,165953.42
2015,11,16,10,50,0,2015,11,16,10,55,0,921.45,168846.35
2015,11,16,10,55,0,2015,11,16,11,0,0,917.5,170505.78
2015,11,16,11,0,0,2015,11,16,11,5,0,932.54,171303.51
2015,11,16,11,5,0,2015,11,16,11,10,0,917.11,168890.18
2015,11,16,11,10,0,2015,11,16,11,15,0,925.96,171627.41
2015,11,16,11,15,0,2015,11,16,11,20,0,911.42,171376.07
2015,11,16,11,20,0,2015,11,16,11,25,0,925.04,170348.68
2015,11,16,11,25,0,2015,11,16,11,30,0,921.18,171061.4
2015,11,16,11,30,0,2015,11,16,11,35,0,918.17,176999.78
2015,11,16,11,35,0,2015,11,16,11,40,0,934.68,174324.15
2015,11,16,11,40,0,2015,11,16,11,45,0,916.17,174205.1
2015,11,16,11,45,0,2015,11,16,11,50,0,919.88,172112.43
2015,11,16,11,50,0,2015,11,16,11,55,0,917.41,170190.49
2015,11,16,11,55,0,2015,11,16,12,0,0,921.74,172162.01
2015,11,16,12,0,0,2015,11,16,12,5,0,911.52,169165.93
2015,11,16,12,5,0,2015,11,16,12,10,0,911.23,170174.63
2015,11,16,12,10,0,2015,11,16,12,15,0,874.79,166599.73
2015,11,16,12,15,0,2015,11,16,12,20,0,862.51,162135.2
2015,11,16,12,20,0,2015,11,16,12,25,0,901.69,163076.1
2015,11,16,12,25,0,2015,11,16,12,30,0,816.29,154876.83
2015,11,16,12,30,0,2015,11,16,12,35,0,884.47,163275.3
2015,11,16,12,35,0,2015,11,16,12,40,0,897.87,164417.28
2015,11,16,12,40,0,2015,11,16,12,45,0,880.96,161523.88
2015,11,16,12,45,0,2015,11,16,12,50,0,920.44,160991.23
2015,11,16,12,50,0,2015,11,16,12,55,0,798.42,145527.19
2015,11,16,12,55,0,2015,11,16,13,0,0,885.94,160778.16
