start_year,start_month,start_day,start_hour,start_minute,start_second,end_year,end_month,end_day,end_hour,end_minute,end_second,mbps,pps
2015,7,5,0,0,0,2015,7,5,0,5,0,785.41,193587.5
2015,7,5,0,5,0,2015,7,5,0,10,0,718.34,179992.36
2015,7,5,0,10,0,2015,7,5,0,15,0,831.39,192781.62
2015,7,5,0,15,0,2015,7,5,0,20,0,774.02,181829.51
2015,7,5,0,20,0,2015,7,5,0,25,0,838.71,186619.94
2015,7,5,0,25,0,2015,7,5,0,30,0,864.13,184777.44
2015,7,5,0,30,0,2015,7,5,0,35,0,848.42,188429.25
2015,7,5,0,35,0,2015,7,5,0,40,0,789.85,183313.44
2015,7,5,0,40,0,2015,7,5,0,45,0,662.29,177020.62
2015,7,5,0,45,0,2015,7,5,0,50,0,622.79,166226.8
2015,7,5,0,50,0,2015,7,5,0,55,0,661.95,179545.64
2015,7,5,0,55,0,2015,7,5,1,0,0,706.45,182419.82
2015,7,5,1,0,0,2015,7,5,1,5,0,663.51,180948.45
2015,7,5,1,5,0,2015,7,5,1,10,0,585.19,158026.73
2015,7,5,1,10,0,2015,7,5,1,15,0,577.0,163116.91
2015,7,5,1,15,0,2015,7,5,1,20,0,597.21,159950.27
2015,7,5,1,20,0,2015,7,5,1,25,0,612.92,158151.25
2015,7,5,1,25,0,2015,7,5,1,30,0,643.29,162290.09
2015,7,5,1,30,0,2015,7,5,1,35,0,769.05,178420.24
2015,7,5,1,35,0,2015,7,5,1,40,0,824.81,181857.93
2015,7,5,1,40,0,2015,7,5,1,45,0,895.76,189781.91
2015,7,5,1,45,0,2015,7,5,1,50,0,740.2,172473.23
2015,7,5,1,50,0,2015,7,5,1,55,0,646.05,162746.02
2015,7,5,1,55,0,2015,7,5,2,0,0,680.18,165494.19
2015,7,5,2,0,0,2015,7,5,2,5,0,600.83,161670.75
2015,7,5,2,5,0,2015,7,5,2,10,0,663.61,158381.88
2015,7,5,2,10,0,2015,7,5,2,15,0,744.79,169228.4
2015,7,5,2,15,0,2015,7,5,2,20,0,706.49,162151.12
