start_year,start_month,start_day,start_hour,start_minute,start_second,end_year,end_month,end_day,end_hour,end_minute,end_second,mbps,pps
2014,11,2,0,0,0,2014,11,2,0,5,0,367.36,124754.49
2014,11,2,0,5,0,2014,11,2,0,10,0,296.47,119570.53
2014,11,2,0,10,0,2014,11,2,0,15,0,288.2,118459.92
2014,11,2,0,15,0,2014,11,2,0,20,0,317.34,121396.05
2014,11,2,0,20,0,2014,11,2,0,25,0,345.3,121888.71
2014,11,2,0,25,0,2014,11,2,0,30,0,346.07,120291.66
2014,11,2,0,30,0,2014,11,2,0,35,0,374.81,119055.95
2014,11,2,0,35,0,2014,11,2,0,40,0,428.72,124064.02
2014,11,2,0,40,0,2014,11,2,0,45,0,317.18,114934.05
2014,11,2,0,45,0,2014,11,2,0,50,0,292.92,112882.57
2014,11,2,0,50,0,2014,11,2,0,55,0,306.58,117993.58
2014,11,2,0,55,0,2014,11,2,1,0,0,332.42,119019.2
2014,11,2,1,0,0,2014,11,2,1,5,0,352.39,111979.56
2014,11,2,1,5,0,2014,11,2,1,10,0,360.05,112133.76
2014,11,2,1,10,0,2014,11,2,1,15,0,367.0,112366.15
2014,11,2,1,15,0,2014,11,2,1,20,0,314.85,115102.7
2014,11,2,1,20,0,2014,11,2,1,25,0,347.13,113276.31
2014,11,2,1,25,0,2014,11,2,1,30,0,320.25,112861.48
2014,11,2,1,30,0,2014,11,2,1,35,0,346.33,113960.57
2014,11,2,1,35,0,2014,11,2,1,40,0,367.59,118073.49
2014,11,2,1,40,0,2014,11,2,1,45,0,343.72,114958.92
2014,11,2,1,45,0,2014,11,2,1,50,0,331.51,113967.38
2014,11,2,1,50,0,2014,11,2,1,55,0,335.66,122320.32
2014,11,2,1,55,0,2014,11,2,2,0,0,317.6,118608.08
2014,11,2,2,0,0,2014,11,2,2,5,0,345.33,122281.11
2014,11,2,2,5,0,2014,11,2,2,10,0,380.16,124137.29
2014,11,2,2,10,0,2014,11,2,2,15,0,383.6,119824.47
2014,11,2,2,15,0,2014,11,2,2,20,0,406.13,133610.64
2014,11,2,2,20,0,2014,11,2,2,25,0,368.98,128045.87
2014,11,2,2,25,0,2014,11,2,2,30,0,391.18,130974.86
2014,11,2,2,30,0,2014,11,2,2,35,0,333.92,120554.15
2014,11,2,2,35,0,2014,11,2,2,40,0,290.3,110184.33
2014,11,2,2,40,0,2014,11,2,2,45,0,248.05,104304.63
2014,11,2,2,45,0,2014,11,2,2,50,0,256.37,106240.99
2014,11,2,2,50,0,2014,11,2,2,55,0,274.95,103129.23
2014,11,2,2,55,0,2014,11,2,3,0,0,285.26,105833.27
2014,11,2,3,0,0,2014,11,2,3,5,0,292.92,100369.14
2014,11,2,3,5,0,2014,11,2,3,10,0,242.92,97614.96
2014,11,2,3,10,0,2014,11,2,3,15,0,222.13,89626.34
2014,11,2,3,15,0,2014,11,2,3,20,0,264.18,105844.99
2014,11,2,3,20,0,2014,11,2,3,25,0,254.12,104565.37
2014,11,2,3,25,0,2014,11,2,3,30,0,205.65,97048.03
2014,11,2,3,30,0,2014,11,2,3,35,0,217.06,95291.54
2014,11,2,3,35,0,2014,11,2,3,40,0,195.29,93471.63
2014,11,2,3,40,0,2014,11,2,3,45,0,201.66,90972.76
2014,11,2,3,45,0,2014,11,2,3,50,0,165.47,103973.51
2014,11,2,3,50,0,2014,11,2,3,55,0,149.73,109716.87
2014,11,2,3,55,0,2014,11,2,4,0,0,136.83,109750.98
2014,11,2,4,0,0,2014,11,2,4,5,0,149.59,109799.65
2014,11,2,4,5,0,2014,11,2,4,10,0,151.05,109646.42
2014,11,2,4,10,0,2014,11,2,4,15,0,151.22,110070.23
2014,11,2,4,15,0,2014,11,2,4,20,0,375.17,108649.57
2014,11,2,4,20,0,2014,11,2,4,25,0,411.67,109806.25
2014,11,2,4,25,0,2014,11,2,4,30,0,417.64,108087.02
2014,11,2,4,30,0,2014,11,2,4,35,0,390.99,107538.26
2014,11,2,4,35,0,2014,11,2,4,40,0,209.13,104936.61
2014,11,2,4,40,0,2014,11,2,4,45,0,155.24,103879.5
2014,11,2,4,45,0,2014,11,2,4,50,0,146.08,104255.77
2014,11,2,4,50,0,2014,11,2,4,55,0,143.87,103722.32
2014,11,2,4,55,0,2014,11,2,5,0,0,171.7,117744.04
2014,11,2,5,0,0,2014,11,2,5,5,0,162.84,102727.42
2014,11,2,5,5,0,2014,11,2,5,10,0,143.45,102762.54
2014,11,2,5,10,0,2014,11,2,5,15,0,153.74,103773.16
