start_year,start_month,start_day,start_hour,start_minute,start_second,end_year,end_month,end_day,end_hour,end_minute,end_second,mbps,pps
2018,9,25,0,0,0,2018,9,25,0,5,0,501.92,88713.79
2018,9,25,0,5,0,2018,9,25,0,10,0,435.56,80766.33
2018,9,25,0,10,0,2018,9,25,0,15,0,372.47,75355.62
2018,9,25,0,15,0,2018,9,25,0,20,0,416.75,81865.26
2018,9,25,0,20,0,2018,9,25,0,25,0,315.54,69857.33
2018,9,25,0,25,0,2018,9,25,0,30,0,370.69,75203.66
2018,9,25,0,30,0,2018,9,25,0,35,0,374.49,79042.3
2018,9,25,0,35,0,2018,9,25,0,40,0,348.21,75554.34
2018,9,25,0,40,0,2018,9,25,0,45,0,303.08,67563.59
2018,9,25,0,45,0,2018,9,25,0,50,0,365.89,75747.25
2018,9,25,0,50,0,2018,9,25,0,55,0,326.71,70680.83
2018,9,25,0,55,0,2018,9,25,1,0,0,305.09,69202.26
2018,9,25,1,0,0,2018,9,25,1,5,0,386.63,78800.45
2018,9,25,1,5,0,2018,9,25,1,10,0,418.05,81857.89
2018,9,25,1,10,0,2018,9,25,1,15,0,484.38,88967.88
2018,9,25,1,15,0,2018,9,25,1,20,0,412.76,79836.16
2018,9,25,1,20,0,2018,9,25,1,25,0,311.83,69650.44
2018,9,25,1,25,0,2018,9,25,1,30,0,304.06,67360.37
2018,9,25,1,30,0,2018,9,25,1,35,0,320.62,72272.36
2018,9,25,1,35,0,2018,9,25,1,40,0,392.03,75603.14
2018,9,25,1,40,0,2018,9,25,1,45,0,386.57,75308.72
2018,9,25,1,45,0,2018,9,25,1,50,0,283.71,65403.78
2018,9,25,1,50,0,2018,9,25,1,55,0,353.57,72425.36
2018,9,25,1,55,0,2018,9,25,2,0,0,275.81,68107.61
2018,9,25,2,0,0,2018,9,25,2,5,0,266.71,67308.02
2018,9,25,2,5,0,2018,9,25,2,10,0,395.22,79948.07
2018,9,25,2,10,0,2018,9,25,2,15,0,403.92,79704.7
2018,9,25,2,15,0,2018,9,25,2,20,0,358.84,76605.77
2018,9,25,2,20,0,2018,9,25,2,25,0,293.27,69669.27
2018,9,25,2,25,0,2018,9,25,2,30,0,276.78,66352.36
2018,9,25,2,30,0,2018,9,25,2,35,0,272.99,67178.86
