start_year,start_month,start_day,start_hour,start_minute,start_second,end_year,end_month,end_day,end_hour,end_minute,end_second,mbps,pps
2018,1,3,0,0,0,2018,1,3,0,5,0,583.72,91859.75
2018,1,3,0,5,0,2018,1,3,0,10,0,437.13,75646.81
2018,1,3,0,10,0,2018,1,3,0,15,0,408.18,73338.78
2018,1,3,0,15,0,2018,1,3,0,20,0,391.6,71732.89
2018,1,3,0,20,0,2018,1,3,0,25,0,355.69,66822.85
2018,1,3,0,25,0,2018,1,3,0,30,0,385.45,69918.92
2018,1,3,0,30,0,2018,1,3,0,35,0,383.87,71029.83
2018,1,3,0,35,0,2018,1,3,0,40,0,402.94,71526.58
2018,1,3,0,40,0,2018,1,3,0,45,0,439.02,76618.13
2018,1,3,0,45,0,2018,1,3,0,50,0,494.01,80947.9
2018,1,3,0,50,0,2018,1,3,0,55,0,545.84,86011.82
2018,1,3,0,55,0,2018,1,3,1,0,0,497.25,82693.5
2018,1,3,1,0,0,2018,1,3,1,5,0,436.54,77751.59
2018,1,3,1,5,0,2018,1,3,1,10,0,381.93,70422.57
2018,1,3,1,10,0,2018,1,3,1,15,0,362.93,67739.64
2018,1,3,1,15,0,2018,1,3,1,20,0,307.22,61324.47
2018,1,3,1,20,0,2018,1,3,1,25,0,336.61,66052.16
2018,1,3,1,25,0,2018,1,3,1,30,0,344.55,66589.0
2018,1,3,1,30,0,2018,1,3,1,35,0,298.69,61352.44
2018,1,3,1,35,0,2018,1,3,1,40,0,310.72,62773.53
2018,1,3,1,40,0,2018,1,3,1,45,0,305.41,62843.92
2018,1,3,1,45,0,2018,1,3,1,50,0,343.3,69493.73
2018,1,3,1,50,0,2018,1,3,1,55,0,287.87,58543.96
2018,1,3,1,55,0,2018,1,3,2,0,0,289.9,61552.57
2018,1,3,2,0,0,2018,1,3,2,5,0,336.21,65118.69
2018,1,3,2,5,0,2018,1,3,2,10,0,320.33,63810.8
2018,1,3,2,10,0,2018,1,3,2,15,0,325.48,63602.09
2018,1,3,2,15,0,2018,1,3,2,20,0,371.52,69214.52
2018,1,3,2,20,0,2018,1,3,2,25,0,296.87,60411.38
2018,1,3,2,25,0,2018,1,3,2,30,0,289.46,60579.25
2018,1,3,2,30,0,2018,1,3,2,35,0,326.37,63535.74
2018,1,3,2,35,0,2018,1,3,2,40,0,277.54,58993.86
2018,1,3,2,40,0,2018,1,3,2,45,0,244.64,54302.57
2018,1,3,2,45,0,2018,1,3,2,50,0,221.43,52460.45
2018,1,3,2,50,0,2018,1,3,2,55,0,229.18,54883.95
2018,1,3,2,55,0,2018,1,3,3,0,0,209.92,50997.48
2018,1,3,3,0,0,2018,1,3,3,5,0,259.33,58082.47
2018,1,3,3,5,0,2018,1,3,3,10,0,291.91,59455.27
2018,1,3,3,10,0,2018,1,3,3,15,0,293.02,59632.76
2018,1,3,3,15,0,2018,1,3,3,20,0,323.16,61481.25
2018,1,3,3,20,0,2018,1,3,3,25,0,266.72,57988.85
2018,1,3,3,25,0,2018,1,3,3,30,0,277.51,58767.73
2018,1,3,3,30,0,2018,1,3,3,35,0,237.79,55250.57
2018,1,3,3,35,0,2018,1,3,3,40,0,246.79,54431.91
2018,1,3,3,40,0,2018,1,3,3,45,0,301.4,61247.88
2018,1,3,3,45,0,2018,1,3,3,50,0,323.99,60855.49
2018,1,3,3,50,0,2018,1,3,3,55,0,262.98,57607.18
2018,1,3,3,55,0,2018,1,3,4,0,0,240.19,54124.08
2018,1,3,4,0,0,2018,1,3,4,5,0,353.96,72297.64
2018,1,3,4,5,0,2018,1,3,4,10,0,265.25,58935.64
2018,1,3,4,10,0,2018,1,3,4,15,0,247.04,56213.22
2018,1,3,4,15,0,2018,1,3,4,20,0,213.67,50889.75
2018,1,3,4,20,0,2018,1,3,4,25,0,235.14,53694.5
2018,1,3,4,25,0,2018,1,3,4,30,0,281.78,55881.76
2018,1,3,4,30,0,2018,1,3,4,35,0,266.26,56672.53
2018,1,3,4,35,0,2018,1,3,4,40,0,210.16,50799.1
2018,1,3,4,40,0,2018,1,3,4,45,0,228.2,52814.49
2018,1,3,4,45,0,2018,1,3,4,50,0,239.36,53770.95
2018,1,3,4,50,0,2018,1,3,4,55,0,214.76,52026.55
2018,1,3,4,55,0,2018,1,3,5,0,0,222.64,53060.73
2018,1,3,5,0,0,2018,1,3,5,5,0,350.89,71702.55
