start_year,start_month,start_day,start_hour,start_minute,start_second,end_year,end_month,end_day,end_hour,end_minute,end_second,mbps,pps
2015,10,29,0,0,0,2015,10,29,0,5,0,362.48,108232.36
2015,10,29,0,5,0,2015,10,29,0,10,0,384.95,106920.06
2015,10,29,0,10,0,2015,10,29,0,15,0,356.54,106137.08
2015,10,29,0,15,0,2015,10,29,0,20,0,353.05,96873.13
2015,10,29,0,20,0,2015,10,29,0,25,0,309.5,91473.21
2015,10,29,0,25,0,2015,10,29,0,30,0,268.91,84975.27
2015,10,29,0,30,0,2015,10,29,0,35,0,266.21,88148.25
2015,10,29,0,35,0,2015,10,29,0,40,0,276.17,92600.66
2015,10,29,0,40,0,2015,10,29,0,45,0,280.14,86437.49
2015,10,29,0,45,0,2015,10,29,0,50,0,278.94,85506.61
2015,10,29,0,50,0,2015,10,29,0,55,0,304.91,85134.26
2015,10,29,0,55,0,2015,10,29,1,0,0,315.39,94930.37
2015,10,29,1,0,0,2015,10,29,1,5,0,344.16,95602.14
2015,10,29,1,5,0,2015,10,29,1,10,0,316.29,94579.54
2015,10,29,1,10,0,2015,10,29,1,15,0,273.57,89444.02
2015,10,29,1,15,0,2015,10,29,1,20,0,240.26,84973.36
2015,10,29,1,20,0,2015,10,29,1,25,0,249.42,87443.87
2015,10,29,1,25,0,2015,10,29,1,30,0,265.36,90542.23
2015,10,29,1,30,0,2015,10,29,1,35,0,280.78,89803.23
2015,10,29,1,35,0,2015,10,29,1,40,0,260.06,84105.76
2015,10,29,1,40,0,2015,10,29,1,45,0,243.42,82963.13
2015,10,29,1,45,0,2015,10,29,1,50,0,262.98,86153.56
2015,10,29,1,50,0,2015,10,29,1,55,0,260.55,83585.22
2015,10,29,1,55,0,2015,10,29,2,0,0,301.08,86801.28
2015,10,29,2,0,0,2015,10,29,2,5,0,254.86,80558.32
2015,10,29,2,5,0,2015,10,29,2,10,0,260.59,83378.92
2015,10,29,2,10,0,2015,10,29,2,15,0,252.31,79195.39
2015,10,29,2,15,0,2015,10,29,2,20,0,231.86,80011.18
2015,10,29,2,20,0,2015,10,29,2,25,0,271.91,86009.75
2015,10,29,2,25,0,2015,10,29,2,30,0,294.63,87708.54
2015,10,29,2,30,0,2015,10,29,2,35,0,309.13,86076.78
2015,10,29,2,35,0,2015,10,29,2,40,0,268.17,79794.03
2015,10,29,2,40,0,2015,10,29,2,45,0,301.99,83996.3
2015,10,29,2,45,0,2015,10,29,2,50,0,372.96,89631.62
2015,10,29,2,50,0,2015,10,29,2,55,0,315.09,81980.0
2015,10,29,2,55,0,2015,10,29,3,0,0,316.73,82280.25
