start_year,start_month,start_day,start_hour,start_minute,start_second,end_year,end_month,end_day,end_hour,end_minute,end_second,mbps,pps
2014,8,27,0,0,0,2014,8,27,0,5,0,274.92,110419.52
2014,8,27,0,5,0,2014,8,27,0,10,0,301.44,112440.58
2014,8,27,0,10,0,2014,8,27,0,15,0,258.47,105104.68
2014,8,27,0,15,0,2014,8,27,0,20,0,290.67,100131.88
2014,8,27,0,20,0,2014,8,27,0,25,0,293.08,99540.57
2014,8,27,0,25,0,2014,8,27,0,30,0,266.12,98657.62
2014,8,27,0,30,0,2014,8,27,0,35,0,285.47,101614.82
2014,8,27,0,35,0,2014,8,27,0,40,0,255.26,96790.16
2014,8,27,0,40,0,2014,8,27,0,45,0,254.74,97786.15
2014,8,27,0,45,0,2014,8,27,0,50,0,248.31,99497.27
2014,8,27,0,50,0,2014,8,27,0,55,0,234.79,97919.86
2014,8,27,0,55,0,2014,8,27,1,0,0,225.19,96683.09
2014,8,27,1,0,0,2014,8,27,1,5,0,270.78,96257.46
2014,8,27,1,5,0,2014,8,27,1,10,0,242.07,90581.4
2014,8,27,1,10,0,2014,8,27,1,15,0,225.7,85229.51
2014,8,27,1,15,0,2014,8,27,1,20,0,221.73,100035.54
2014,8,27,1,20,0,2014,8,27,1,25,0,248.64,113427.08
2014,8,27,1,25,0,2014,8,27,1,30,0,221.93,95272.18
2014,8,27,1,30,0,2014,8,27,1,35,0,239.83,89951.81
2014,8,27,1,35,0,2014,8,27,1,40,0,197.47,85085.22
2014,8,27,1,40,0,2014,8,27,1,45,0,237.44,86463.94
2014,8,27,1,45,0,2014,8,27,1,50,0,231.76,87065.96
2014,8,27,1,50,0,2014,8,27,1,55,0,192.31,84113.2
2014,8,27,1,55,0,2014,8,27,2,0,0,189.05,81695.09
2014,8,27,2,0,0,2014,8,27,2,5,0,211.56,84104.69
2014,8,27,2,5,0,2014,8,27,2,10,0,222.36,83503.22
2014,8,27,2,10,0,2014,8,27,2,15,0,199.28,84796.6
2014,8,27,2,15,0,2014,8,27,2,20,0,171.73,86364.79
2014,8,27,2,20,0,2014,8,27,2,25,0,213.76,86870.76
2014,8,27,2,25,0,2014,8,27,2,30,0,174.27,82308.81
2014,8,27,2,30,0,2014,8,27,2,35,0,179.39,85831.57
2014,8,27,2,35,0,2014,8,27,2,40,0,148.23,82655.63
2014,8,27,2,40,0,2014,8,27,2,45,0,176.96,84755.05
2014,8,27,2,45,0,2014,8,27,2,50,0,171.71,92345.62
2014,8,27,2,50,0,2014,8,27,2,55,0,149.04,81764.91
2014,8,27,2,55,0,2014,8,27,3,0,0,165.08,81808.17
2014,8,27,3,0,0,2014,8,27,3,5,0,178.85,74037.31
2014,8,27,3,5,0,2014,8,27,3,10,0,204.28,79885.4
2014,8,27,3,10,0,2014,8,27,3,15,0,180.38,77088.35
2014,8,27,3,15,0,2014,8,27,3,20,0,195.8,85086.03
